,sentence,label,idx
7195,It is your notes that John wants to look at after class.,1,7195
7196,It is after class that John wants to look at your notes.,1,7196
7197,It is John who wants to look at your notes after class.,0,7197
7198,It was Ann who bought a first edition of Richard III for $1000.,1,7198
7199,It was a first edition of Richard III that Ann bought for $1000.,0,7199
7200,It was for $1000 that Ann bought a first edition of Richard III.,1,7200
7201,It is before tomorrow that this girl in the red coat will put a picture of Bill on your desk before tomorrow.,1,7201
7202,Mary saw the tall man coming from England.,0,7202
7203,it is the tall man coming from England that Mary saw the tall man coming from England.,1,7203
7204,Mary saw the tall man come from the back.,1,7204
7205,it is the tall man come from the back that Mary saw the tall man come from the back.,0,7205
7206,It is a picture of Bill that this girl in the red coat will put on your desk before tomorrow.,1,7206
7207,It is put a picture of Bill on your desk before tomorrow that this girl in the red coat will.,1,7207
7208,What John wants to look at now is your notes.,0,7208
7209,What Mary gave was a book to John.,1,7209
7210,What Mary donated was a lot of money to NPR.,1,7210
7211,It is to Cleveland that John drove the truck.,0,7211
7212,What John became was deadly afraid of flying.,0,7212
7213,It is deadly afraid of flying that John became.,0,7213
7214,John told us that he wants to quit school.,1,7214
7215,It is that he wants to quit school that John told us.,1,7215
7216,What John told us is that he wants to quit school.,1,7216
7217,John promised us to be gentle.,1,7217
7218,It is to be gentle that John promised.,0,7218
7219,Mary will arrive tomorrow.,1,7219
7220,It is arrive tomorrow that Mary will.,0,7220
7221,Henri wants the book which is on the top shelf.,1,7221
7222,What Henri wants is the book which is on the top shelf.,0,7222
7223,The spy became too friendly with his new contacts.,0,7223
7224,What the spy became was too friendly with his new contacts.,1,7224
7225,What this girl in the red coat will do is put a picture of Bill on your desk before tomorrow.,1,7225
7226,Henri wants to buy these books about cooking.,0,7226
7227,which books about cooking does Henri want to buy?,1,7227
7228,I sent it to you.,1,7228
7229,I sent to you it.,1,7229
7230,I sent to you recipes.,0,7230
7231,Bill's mother's friends are waiting at the restaurant.,1,7231
7232,Bill's mother's friends and John are waiting at the restaurant.,1,7232
7233,It was John that was waiting at the restaurant.,1,7233
7234,It was John Bill that were waiting at the restaurant.,1,7234
7235,It was John and Bill that were waiting at the restaurant.,1,7235
7236,I will eat spaghetti on Sunday with Marco.,0,7236
7237,I will speak to Hector about this.,1,7237
7238,I doubt that Mary reads mysteries.,1,7238
7239,He muttered that the visitors will leave.,1,7239
7240,The fact that John is snoring is informative.,1,7240
7241,The man that Mary saw knew me.,1,7241
7242,That the visiting team won the race could surprise them.,0,7242
7243,That is what you should see.,1,7243
7244,John knows that she left.,1,7244
7245,John knows whether she will come back.,0,7245
7246,John knows that she left and whether she will come back.,0,7246
7247,John knows that she left and John knows whether she will come back.,0,7247
7248,John asked whether she left.,1,7248
7249,I doubt if she kicks perfect goals every time.,1,7249
7250,They think that she can do it.,1,7250
7251,whether she left is most unclear.,0,7251
7252,That the girl put a picture there proves her guilt.,1,7252
7253,I prefer for the girl to put a picture there.,1,7253
7254,For the girl to put a picture there is what I prefer.,0,7254
7255,For the girl to put a picture there would surprise you.,0,7255
7256,I prefer for the girl to win.,1,7256
7257,I prefer for the girl to will win.,0,7257
7258,I prefer for the girl to wins.,1,7258
7259,Let's walk.,1,7259
7260,I run on the beach.,1,7260
7261,The three sunbathers went swimming.,0,7261
7262,I hope that Mary wins.,1,7262
7263,They know if Mary won.,1,7263
7264,I wonder whether Mary will win.,0,7264
7265,They prefer for Mary to leave.,1,7265
7266,John wonders whether Mary will win.,0,7266
7267,John wonders whether to win.,0,7267
7268,Whether she will win is a question Mary never considered.,0,7268
7269,Whether to win is a question Mary never considered.,1,7269
7270,I think that you will see that the girl will put a picture on your desk.,0,7270
7271,They understand that you will prefer for the girl to put a picture on your desk.,0,7271
7272,Mary cuts the paper easily.,0,7272
7273,The paper cuts easily.,0,7273
7274,That he won the race could surprise them.,1,7274
7275,That him won the race could surprise them.,1,7275
7276,For him to win the race would surprise them.,0,7276
7277,For he to win the race would surprise them.,1,7277
7278,John saw Mary.,1,7278
7279,Harry likes movies.,0,7279
7280,For Mary to leave on time is important.,1,7280
7281,"Think about linguistics all night, she does think about linguistics all night.",0,7281
7282,"Climb to the top, they do climb to the top.",1,7282
7283,John can go to the market on his bike.,0,7283
7284,Mary should buy some flowers on Sunday.,0,7284
7285,My niece could write me letters before her third birthday.,1,7285
7286,My nephew could write letters to his parents with a fountain pen.,0,7286
7287,John can go to the market quickly.,1,7287
7288,Mary should buy some flowers for her mother to arrange.,1,7288
7289,My niece could write me letters more faithfully.,0,7289
7290,John can quickly go to the market.,0,7290
7291,My niece could more faithfully write me letters.,1,7291
7292,John can go to the market to India.,0,7292
7293,Mary should buy some flowers some bread.,1,7293
7294,My niece could write me you letters.,0,7294
7295,My nephew could write letters the postcards to his parents.,0,7295
7296,John can go to the market on his bike on a truck.,0,7296
7297,Mary should buy some flowers on Sunday at 5 o'clock.,1,7297
7298,My nephew could write letters to his parents with a fountain pen with your help.,1,7298
7299,Pelé visited his uncle.,1,7299
7300,She sold the car to Sam for five dollars.,1,7300
7301,She ran the car on propane from Reno to Vegas.,1,7301
7302,The process changed the substance from solid to liquid to gas to energy.,1,7302
7303,We associated their subsidiaries with our corporate office.,0,7303
7304,I cycled around France.,1,7304
7305,Mary drank some beer in the barn from 6 to nine.,0,7305
7306,It was in the barn or it took place in the barn.,1,7306
7307,It was some beer or it took place some beer.,0,7307
7308,They wonder whether Mary will run.,1,7308
7309,They wonder about this.,1,7309
7310,They wonder.,0,7310
7311,I know that she runs.,1,7311
7312,I know.,0,7312
7313,I said that she runs.,0,7313
7314,I said that.,0,7314
7315,I said.,1,7315
7316,I prefer for Mary to run.,1,7316
7317,I prefer this.,1,7317
7318,I prefer.,1,7318
7319,I said for Mary to run.,0,7319
7320,I said this.,0,7320
7321,I put the book on the shelf.,0,7321
7322,I put the book.,0,7322
7323,I put.,1,7323
7324,"Two ships appeared, arrived, remained, emerged.",1,7324
7325,"Suddenly, there appeared two ships on the horizon.",0,7325
7326,"Two inspectors from the INS appeared, arrived, remained, emerged.",1,7326
7327,"The ice melts, breaks.",1,7327
7328,"The door opens, closes.",0,7328
7329,"They melted, broke the ice.",1,7329
7330,"They opened, closed the door.",1,7330
7331,"They cooked, thickened the soup.",0,7331
7332,"I go, run, swim, jump, fly, crawl, dance, walk.",0,7332
7333,"They went me, ran me, swam me, jumped me, flew me, crawled me, danced me, walked me.",0,7333
7334,I danced a dance.,1,7334
7335,He walked the walk.,1,7335
7336,The time elapsed slowly.,0,7336
7337,The time elapsed the day.,0,7337
7338,I see stars.,1,7338
7339,I see.,1,7339
7340,I liked Mary.,0,7340
7341,I liked.,0,7341
7342,They surrounded the fort.,1,7342
7343,They surrounded.,0,7343
7344,I gave the charity.,0,7344
7345,I gave money.,0,7345
7346,I gave.,0,7346
7347,I handed the ball to Reg.,1,7347
7348,I handed the ball.,0,7348
7349,I handed to Reg.,0,7349
7350,I handed.,1,7350
7351,John ate.,1,7351
7352,John knows.,1,7352
7353,John needed.,1,7353
7354,John criticized.,1,7354
7355,John saw.,1,7355
7356,John told.,1,7356
7357,The agency classified the documents.,0,7357
7358,The agency classified.,0,7358
7359,The war intensified the poverty.,0,7359
7360,This project is manageable.,1,7360
7361,it mattered on Sunday.,1,7361
7362,I saw John on Sunday.,0,7362
7363,I put the book on the desk on Sunday.,0,7363
7364,I saw John with a telescope.,1,7364
7365,It mattered with a telescope.,0,7365
7366,I covered the bread with butter.,0,7366
7367,I emptied it with butter.,1,7367
7368,Mary will complete her exam within an hour.,1,7368
7369,Mary will complete her exam for an hour.,0,7369
7370,The hiker will reach the top of the mountain within an hour.,1,7370
7371,The hiker will reach the top of the mountain for an hour.,1,7371
7372,Henri will paint the floor for an hour.,0,7372
7373,I will read linguistics for an hour.,0,7373
7374,the student left.,0,7374
7375,only the student left.,0,7375
7376,even the student left.,1,7376
7377,all the students left.,1,7377
7378,I saw the student.,0,7378
7379,I saw only the student.,1,7379
7380,I saw all the students.,1,7380
7381,"John, who I saw yesterday, will visit us.",1,7381
7382,I saw the brilliant student.,1,7382
7383,I saw the brilliant one.,0,7383
7384,I saw the brilliant student with long hair.,1,7384
7385,I saw the brilliant one with long hair.,0,7385
7386,I saw the one with long hair.,1,7386
7387,I saw the physics student.,0,7387
7388,I saw the physics one.,0,7388
7389,I saw the student of physics.,0,7389
7390,I saw the one of physics.,1,7390
7391,I saw the student of physics with long hair.,0,7391
7392,The big student of physics with long hair in the library.,1,7392
7393,It is big.,0,7393
7394,It is with long hair.,0,7394
7395,It is of physics.,1,7395
7396,It is in the library.,0,7396
7397,They are intense.,0,7397
7398,They are intense of Bill.,0,7398
7399,They intensified.,0,7399
7400,They are special.,1,7400
7401,They are special of Bill.,0,7401
7402,They specialized.,0,7402
7403,She is proud.,1,7403
7404,she is the mother.,0,7404
7405,she is the mother of John.,1,7405
7406,They read the paper.,0,7406
7407,The paper is readable.,0,7407
7408,It is readable of the paper.,0,7408
7409,They are readable of the paper.,1,7409
7410,The driver of the car thinks that Mary should leave Dallas for Boise tomorrow.,1,7410
7411,Her little sister will disagree with her.,0,7411
7412,The girl he met at the departmental party will very surely call him.,0,7412
7413,Beavers build dams.,0,7413
7414,John will see you.,0,7414
7415,John thinks that Mary left.,1,7415
7416,John thinks Mary left.,0,7416
7417,John whispered that Mary left.,0,7417
7418,John will carefully study Russian.,0,7418
7419,John carefully studies Russian.,1,7419
7420,John studies carefully Russian.,1,7420
7421,I wonder if she will use paints.,0,7421
7422,"Yes, she will.",1,7422
7423,"Yes, she.",0,7423
7424,"Yes, she will use.",0,7424
7425,I wonder if she used paints.,0,7425
7426,"Yes, she did.",0,7426
7427,"Yes, she used.",1,7427
7428,John will have been eating cake.,1,7428
7429,"Mary won't have been eating cake, but John.",1,7429
7430,"Mary won't have been eating cake, but John will.",0,7430
7431,"Mary won't have been eating cake, but John will have.",1,7431
7432,"Mary won't have been eating cake, but John will have been.",0,7432
7433,John will enthusiastically have been eating cake.,0,7433
7434,John will have enthusiastically been eating cake.,1,7434
7435,John will have been eating enthusiastically cake.,0,7435
7436,John will have been eating cake enthusiastically.,1,7436
7437,John studied carefully Russian.,1,7437
7438,John has carefully studied Russian.,0,7438
7439,John had carefully studied Russian.,0,7439
7440,John is carefully studying Russian.,1,7440
7441,John was carefully studying Russian.,1,7441
7442,John goes to school.,0,7442
7443,Goes John to school?,1,7443
7444,Mary thinks that Bill will come.,0,7444
7445,Mary thinks whether Bill will come.,0,7445
7446,Mary thinks for Bill to come.,1,7446
7447,Mary wonders whether Bill will come.,1,7447
7448,Mary wonders for Bill to come.,0,7448
7449,Mary prefers that Bill will come.,1,7449
7450,Mary prefers whether Bill will come.,0,7450
7451,Mary prefers for Bill to come.,1,7451
7452,I wonder has Mary worked for Microsoft.,1,7452
7453,I wonder whether Mary has worked for Microsoft.,0,7453
7454,I wonder whether has Mary worked for Microsoft.,1,7454
7455,I wonder has whether Mary worked for Microsoft.,1,7455
7456,Will John not go to school?,0,7456
7457,Has Henri not studied for his exam?,0,7457
7458,Did Sue not pass her exam?,1,7458
7459,Won't John go to school?,0,7459
7460,Shouldn't Mary taste the soup?,0,7460
7461,Hasn't Henri studied for his exam?,1,7461
7462,Isn't Bill sick?,1,7462
7463,Didn't Sue pass her exam?,0,7463
7464,Will not John go to school?,0,7464
7465,Should not Mary taste the soup?,1,7465
7466,Has not Henri studied for his exam?,0,7466
7467,Is not Bill sick?,1,7467
7468,Did not Sue pass her exam?,0,7468
7469,Sue put.,0,7469
7470,Henri arrived Bill.,0,7470
7471,Mary wonders that John said if Bill left.,1,7471
7472,Henri told Sue in the drawer that Bill put socks.,0,7472
7473,she will win the race.,1,7473
7474,her will the race.,0,7474
7475,"Elmer finished the cake and John did too, finish the cake.",0,7475
7476,we need to provide two trees and.,1,7476
7477,we also need to explain the relation between these trees.,1,7477
7478,John not liked Mary.,0,7478
7479,John liked not Mary.,1,7479
7480,John did not like Mary.,1,7480
7481,"John will endorse the treaty, but Georges will not endorse the treaty.",0,7481
7482,Will George indeed not endorse the treaty?,0,7482
7483,He will indeed not endorse the treaty.,1,7483
7484,He will indeed endorse the treaty.,0,7484
7485,He will not endorse the treaty; and indeed.,0,7485
7486,John thinks that Bill left.,1,7486
7487,John asked whether Bill left.,1,7487
7488,John was wondering whether to leave or not.,0,7488
7489,John was wondering whether to leave.,1,7489
7490,I read these big three books.,1,7490
7491,Mary sent.,0,7491
7492,Mary sent a book to Bill.,1,7492
7493,Mary send a book.,1,7493
7494,"Mary sent Bill a book,….",1,7494
7495,Bill examined a book.,0,7495
7496,Sincerity examined a book.,1,7496
7497,We put.,0,7497
7498,We put a book on the table.,1,7498
7499,We think that Bill left.,0,7499
7500,We think for Bill left.,1,7500
7501,We think if Bill left.,0,7501
7502,We wonder whether Bill left.,0,7502
7503,We wonder if Bill left.,1,7503
7504,We wonder that Bill left.,1,7504
7505,John came in.,0,7505
7506,"Then, John left.",0,7506
7507,He took his umbrella.,1,7507
7508,He hurt himself with it when he tried to open it.,1,7508
7509,The idiot can't even open an umbrella!,1,7509
7510,John hurt John with John's umbrella when John tried to open it.,1,7510
7511,John can't even open an umbrella!,1,7511
7512,John said he was sick.,0,7512
7513,The TA who graded him says that John did really well.,0,7513
7514,Himself should decide soon.,1,7514
7515,Mary wrote a letter to himself last year.,1,7515
7516,He should decide soon.,1,7516
7517,Mary wrote a letter to him last year.,1,7517
7518,Our rabbit and the neighbor's cat like each other.,0,7518
7519,The boys fought with each other.,1,7519
7520,Each of our rabbit and the neighbor's cat likes the other.,0,7520
7521,Each of the boys fought with the other boys.,0,7521
7522,the boy likes himself.,1,7522
7523,the boy likes herself.,0,7523
7524,the boy likes themselves.,0,7524
7525,the girls likes themselves.,0,7525
7526,the girls likes herself.,1,7526
7527,each of the girls likes herself.,1,7527
7528,the girls likes yourselves.,1,7528
7529,Himself likes John.,0,7529
7530,Mary's pictures of herself surprised Bill.,0,7530
7531,I noticed John's excessive appreciation of himself.,0,7531
7532,Mary noticed John's excessive appreciation of himself.,1,7532
7533,Mary noticed John's excessive appreciation of herself.,0,7533
7534,Mary noticed that John excessively appreciates herself.,0,7534
7535,John loved the new pictures of himself.,1,7535
7536,I showed Mary several portraits of herself.,1,7536
7537,John believes that Mary saw himself.,0,7537
7538,Mary noticed that John excessively appreciates himself.,0,7538
7539,Mary appreciates only John and herself.,1,7539
7540,Mary appreciates John and himself.,0,7540
7541,Mary really appreciates and constantly praises herself and Sue knows it.,1,7541
7542,Mary really appreciates and constantly praises himself and Bill knows it.,1,7542
7543,John heard their criticism of each other.,0,7543
7544,John heard their criticism of themselves.,1,7544
7545,They heard John's criticism of each other.,0,7545
7546,They heard John's criticism of themselves.,1,7546
7547,John heard that they criticized each other.,1,7547
7548,They heard that John criticized each other.,0,7548
7549,John likes himself.,1,7549
7550,The students are proud of themselves.,1,7550
7551,Everyone likes himself.,1,7551
7552,No spy betrayed himself.,1,7552
7553,I heard John's criticism of himself.,1,7553
7554,I heard John's criticism of myself.,0,7554
7555,John heard that I criticized myself.,0,7555
7556,I heard that John criticized myself.,1,7556
7557,Mary likes herself.,0,7557
7558,Our rabbit and the neighbor's cat like them.,0,7558
7559,Bill likes herself.,1,7559
7560,Himself laughs.,0,7560
7561,the girls likes them.,0,7561
7562,John's mother likes him.,1,7562
7563,John believes that Bill saw himself.,0,7563
7564,John believes that Bill saw him.,0,7564
7565,Mary believes that Bill saw herself.,1,7565
7566,They like their books.,1,7566
7567,Everyone thinks he is smart.,0,7567
7568,Who in this class thinks he is smart?,0,7568
7569,Bill's mother saw him.,1,7569
7570,No one's mother saw himself.,0,7570
7571,The mayor of John's hometown wrote to him.,1,7571
7572,The builder of his house visited Peter.,1,7572
7573,That is a bird.,1,7573
7574,That's the truth.,0,7574
7575,He is John.,0,7575
7576,Bob Dylan is Robert Zimmerman.,0,7576
7577,I like Mary and she likes me.,0,7577
7578,I like Mary and she does too.,0,7578
7579,I like Mary and she does like Mary too.,0,7579
7580,She considers John proud of his work.,1,7580
7581,They saw Bill leave.,0,7581
7582,Mary prefers that her ice cream is in a cone.,1,7582
7583,Henry saw that Bill left.,0,7583
7584,What Mary prefers is her ice cream in a cone.,0,7584
7585,What she considers is John proud of his work.,1,7585
7586,What Henry found is Bill sad.,0,7586
7587,What they saw is Bill leave.,0,7587
7588,What Henry find was Bill sad.,0,7588
7589,John heard Mary describe himself.,0,7589
7590,John heard Mary describe herself.,1,7590
7591,Mary considers John proud of herself.,1,7591
7592,Mary considers John proud of her.,1,7592
7593,Mary considers John proud of himself.,0,7593
7594,John believes himself to be proud of Mary.,0,7594
7595,The pictures of Bill she put on your desk.,1,7595
7596,Which pictures of Bill did she put on your desk.,0,7596
7597,Susan wanted to sleep.,1,7597
7598,She put the pictures of Bill on your desk.,0,7598
7599,"The pictures of Bill, she put on your desk.",0,7599
7600,The picture of Bill she slept.,1,7600
7601,She slept the picture of Bill.,0,7601
7602,You put which picture of Bill on his desk?,0,7602
7603,Which picture of Bill did you put on his desk?,1,7603
7604,How many strings did you say she had to pull in order to do that?,0,7604
7605,How much care do you think he would be taking of his patients under those circumstances?,0,7605
7606,How much headway is he likely to make.,0,7606
7607,Who left Bill.,1,7607
7608,Whom left Bill.,1,7608
7609,Who did Bill leave.,0,7609
7610,Whom did Bill leave.,0,7610
7611,Is there anything to do today?,1,7611
7612,There are two main characters in the novel.,0,7612
7613,There are 3 firemen available.,0,7613
7614,There stabbed an animal.,0,7614
7615,There ran many people.,0,7615
7616,Mary judged there.,1,7616
7617,I had a realization of there.,1,7617
7618,There were seven people.,0,7618
7619,There were several doctors available.,1,7619
7620,"Rodney was eating some squid, wasn't he?",1,7620
7621,"There is a man ready to jump from the roof, isn't there?",0,7621
7622,Sharks seem to swim slowly in the tropics.,1,7622
7623,the cat seems to be out of the bag.,0,7623
7624,the shit seems to have hit the fan.,0,7624
7625,There run many people.,0,7625
7626,There seems to be a nurse available.,0,7626
7627,There seems to stab an animal.,1,7627
7628,There seems to run many people to the station.,0,7628
7629,it seems that John left.,1,7629
7630,Several people seem sick.,0,7630
7631,John considers several people sick.,1,7631
7632,There are several people sick.,1,7632
7633,Several people seem several people sick.,1,7633
7634,Several people are sick.,0,7634
7635,Bill is sick.,0,7635
7636,Susan hopes to sleep.,1,7636
7637,Susan hopes that she will sleep.,1,7637
7638,Susan hopes Susan to sleep.,1,7638
7639,Everyone hopes him to sleep.,0,7639
7640,Everyone hopes to sleep.,0,7640
7641,Everyone hopes that everyone will sleep.,1,7641
7642,Susan hopes her to sleep.,0,7642
7643,"Only Churchill remembered giving the Blood, Sweat and Tears speech.",1,7643
7644,"Only Churchill remembered his giving the Blood, Sweat and Tears speech.",1,7644
7645,"Only Churchill remembered himself giving the Blood, Sweat and.",1,7645
7646,Susan hopes herself to sleep.,0,7646
7647,for John to hurt his friends is stupid.,0,7647
7648,to hurt his friends is stupid.,0,7648
7649,for John to hurt himself is stupid.,1,7649
7650,to hurt oneself is stupid.,1,7650
7651,for John to hurt oneself is stupid.,1,7651
7652,John promised Bill to leave.,0,7652
7653,John promised Mary that he would leave.,1,7653
7654,John promised Mary to cut the grass.,1,7654
7655,John promise Mary to control himself.,1,7655
7656,John promised Mary to control herself.,0,7656
7657,John promised Mary to shave herself.,1,7657
7658,John seems to sleep all day.,1,7658
7659,John hopes to sleep.,0,7659
7660,John tried to sleep.,0,7660
7661,John believes to have slept.,1,7661
7662,John believes Bill to have slept.,1,7662
7663,John believes for Bill to have slept.,1,7663
7664,John believes that Bill has slept.,0,7664
7665,John believes Bill that Mary has slept.,0,7665
7666,John convinced to sleep.,1,7666
7667,John convinced Bill to sleep.,1,7667
7668,John convinced Bill for Mary to sleep.,0,7668
7669,John convinced that Bill has slept.,0,7669
7670,it convinced Bill that Mary should sleep.,1,7670
7671,John believes it to be obvious that Bill left.,0,7671
7672,John believes it to be raining.,0,7672
7673,John convinced it to be obvious that Bill left.,0,7673
7674,John convinced it to be raining.,1,7674
7675,John convinced there to be several firemen available.,0,7675
7676,Bill cooked the rice.,1,7676
7677,the rice was cooked by Bill.,1,7677
7678,Bill visited Mary.,0,7678
7679,Mary was visited by Bill.,1,7679
7680,John believes Bill to have cooked the rice.,0,7680
7681,John believes the rice to have been cooked by Bill.,1,7681
7682,John believes Bill to have visited Mary.,0,7682
7683,John believes Mary to have been visited by Bill.,1,7683
7684,John convinced Bill to cook the rice.,0,7684
7685,John convinced the rice to be cooked by Bill.,0,7685
7686,John convinced Bill to visit Mary.,0,7686
7687,John believes that Bill slept.,0,7687
7688,I sent money.,0,7688
7689,I sent Mary money.,0,7689
7690,I sent money to Mary.,0,7690
7691,I sent Bill money to Mary to Sam.,0,7691
7692,I worked on Sunday in the city on that project without a break.,0,7692
7693,I praised Mary.,1,7693
7694,I praised.,1,7694
7695,The moon glows in the darkness.,1,7695
7696,The moon glows.,1,7696
7697,I sang a song with Mary while you did so with Bill.,0,7697
7698,What Mary did with Bill was sing a song.,1,7698
7699,She tried to leave,1,7699
7700,Who said he would give the cloak to Lee?,1,7700
7701,Gilgamesh doesn't be in the dungeon,1,7701
7702,Which book about herself did Jenny say that Anson had written.,1,7702
7703,Paul had eighty eight billion sixty three million forty-four thousand nine hundred at,1,7703
7704,What I said that was we would go.,1,7704
7705,The boy thought she was happy.,0,7705
7706,The landlord donated a helicopter,0,7706
7707,Most dragons have been neutered.,0,7707
7708,Who did you meet all when you were in Derry?,0,7708
7709,Jason persuaded Medea to desert her family.,1,7709
7710,Michael abandoned an old friend at Mardi Gras,1,7710
7711,You friends of the king are all the same,0,7711
7712,He is that kind of actor,0,7712
7713,Lucy's Gomez's wallet,0,7713
7714,Medea tended to appear to be evil.,1,7714
7715,He's bound to could do it,1,7715
7716,Nathan received the cloak from Benjamin,1,7716
7717,That the world is round is obvious.,1,7717
7718,"Poseidon wept, after the executioner left.",1,7718
7719,I asked who did Medea poison.,0,7719
7720,I never liked his analysis.,1,7720
7721,Peter is some happy pigs which can fly.,0,7721
7722,Gilgamesh not left.,0,7722
7723,There arrived by Medea.,0,7723
7724,I might have eaten some seaweed.,0,7724
7725,There appears to be a problem with this solution.,0,7725
7726,What Julie became was fond of Lloyd.,1,7726
7727,Bill did not defeat the gods but Gilgamesh did .,0,7727
7728,Aphrodite frees animals,0,7728
7729,The hospital was donated the book to.,0,7729
7730,"Medea, Jason poisoned.",0,7730
7731,They kicked himself,0,7731
7732,Emily showed Benjamin himself in the mirror.,1,7732
7733,Jason was killed by Medea.,1,7733
7734,How did you eat the cake?,1,7734
7735,I asked who Medea poisoned.,0,7735
7736,Aphrodite wanted to live and Ishtar tried to,1,7736
7737,I was sitting not under the tree but under the bush,1,7737
7738,The child wails,1,7738
7739,Gilgamesh hasn't left,1,7739
7740,Whiskey do I drink.,1,7740
7741,Dracula thought that he was the Prince of Darkness.,1,7741
7742,He looked up the number.,0,7742
7743,She has kissed her.,1,7743
7744,Agamemnon stopped Jason casting the spell,0,7744
7745,Humans love to eat some disgruntled old pigs in those ditches.,0,7745
7746,Jason whispered that the phoenix had escaped,1,7746
7747,Ron definitely has bought a dog.,1,7747
7748,He book,0,7748
7749,Who is it obvious that Plato loves.,0,7749
7750,Which god the statue?,0,7750
7751,Kiss pigs is my happiest memory,0,7751
7752,Dante accused,1,7752
7753,That picture of Jenny in a rubber dress doesn't flatter her.,0,7753
7754,He might could go,1,7754
7755,Benjamin gave Lee the cloak and Nathan the chalice.,0,7755
7756,That monkey is ate the banana,1,7756
7757,I bought a book about Harry,1,7757
7758,The children wails,0,7758
7759,Who was it obvious that Plato loved?,0,7759
7760,It was for Jenny that I intended to be present.,1,7760
7761,I think she is pregnant,1,7761
7762,It's extremely windy today.,1,7762
7763,Who did you believe that to kiss seemed wrong?,1,7763
7764,Jason would prefer Medea to have cursed Agamemnon.,1,7764
7765,The therapist's analysis of Lucy's,1,7765
7766,Who did Athena introduce to whom?,0,7766
7767,It appears that Poseidon owns a dragon,1,7767
7768,I have often eaten muffins.,0,7768
7769,Gilgamesh can seek Ishtar,0,7769
7770,You kicked yourself,0,7770
7771,Agamemnon seems to have left.,1,7771
7772,The dragons had all eaten the pigs.,1,7772
7773,Anson shot the dinosaur with his rifle in the jungle,1,7773
7774,Genie intoned the mirror.,1,7774
7775,I often have eaten muffins.,0,7775
7776,He kicked himself,0,7776
7777,Gilgamesh has not read the cuneiform tablets.,1,7777
7778,"He might maybe do that, mightn't he?",1,7778
7779,I intended for Jenny to be present.,0,7779
7780,We believed to be omnipotent.,1,7780
7781,Whose poem about Achilles did Homer persuade Jason that he should read?,0,7781
7782,Jason would prefer for Medea to have cursed Agamemnon.,1,7782
7783,I asked who Medea gave what?,1,7783
7784,I have every hope that you will defeat him.,1,7784
7785,Paris is no more,0,7785
7786,He will can do it,0,7786
7787,We believed him to be the headmaster,1,7787
7788,Who kissed who?,1,7788
7789,Who did you say that John thought would leave early?,0,7789
7790,Any boy saw no one.,0,7790
7791,What I arranged for Jenny was to be present.,0,7791
7792,He kicked herself,0,7792
7793,Cassandra has warned Agamemnon again.,1,7793
7794,Gilgamesh has been fighting the dragon.,1,7794
7795,Lucy's photograph of Jane,0,7795
7796,Who did Jason think Medea had poisoned?,0,7796
7797,Gilgamesh may have quickly cast the spell,0,7797
7798,Having read of Shakespeare satisfied me,1,7798
7799,Medea tried her to leave.,0,7799
7800,The potion boiled over,1,7800
7801,There arrived a new actor.,0,7801
7802,I ate fruit,1,7802
7803,I hoped that you would defeat him.,1,7803
7804,Who seems to be certain to leave first?,0,7804
7805,She liked Moya's football.,1,7805
7806,His hen loves Anson.,0,7806
7807,I ate a mango and Gillian did too.,1,7807
7808,Why did you eat the cake?,1,7808
7809,He would can go,0,7809
7810,Perhaps Gilgamesh should be leaving,1,7810
7811,I want to can do it,1,7811
7812,Jason intended for him to learn magic.,1,7812
7813,I went to the shop for to get bread.,0,7813
7814,I asked which king invaded which city.,0,7814
7815,We made the claim that Perseus killed the Gorgon.,0,7815
7816,Plato listened to DP Demosthenes' oration about Philip.,1,7816
7817,The old house collapsed.,0,7817
7818,I believed she is pregnant,1,7818
7819,How are you feeling?,1,7819
7820,Aphrodite misses Gilgamesh.,0,7820
7821,Anson very happily demonized David.,1,7821
7822,That Plato loved Aster proved to be his undoing.,0,7822
7823,Hasn't the potion worked?,0,7823
7824,Bill's reading Shakespeare satisfied me,0,7824
7825,Every vampire slept.,1,7825
7826,I might be leaving soon.,0,7826
7827,It's arrived first that Julie and Jenny,1,7827
7828,The man I saw left.,1,7828
7829,He replied his answer.,1,7829
7830,"Because they hated him, the druids forced Jason to live in a cupboard",0,7830
7831,We kicked ourselves,1,7831
7832,Did Medea poison Jason?,1,7832
7833,Aphrodite freed animals,1,7833
7834,The book was donated to the hospital.,0,7834
7835,Medea poisoned more children than Jason did.,1,7835
7836,Nathan showed Benjamin himself in the mirror.,1,7836
7837,That Plato loved Aster deeply was obvious.,0,7837
7838,He kicked him,0,7838
7839,Jason expected the doctor to treat Medea,1,7839
7840,The therapist's analysis of Lucy,1,7840
7841,Where are you living?,1,7841
7842,Who showed what to who?,0,7842
7843,"Medea thought that, after the executioner had left, Poseidon would be relieved.",1,7843
7844,The consul's gift of the gladiator to himself.,0,7844
7845,All the dragons have been slain.,0,7845
7846,Gilgamesh should slowly be tickling the mandrake.,1,7846
7847,Odysseus planned to hear the sirens.,1,7847
7848,Bill reading Shakespeare and Maureen singing Schubert satisfies me,1,7848
7849,The shooting of the hunters was very loud.,1,7849
7850,The librarians likes books.,0,7850
7851,Can he will do it?,1,7851
7852,I ordered there to be three books on the subject.,0,7852
7853,Truman punched Johnson,0,7853
7854,He became fond of peanuts.,0,7854
7855,The therapist analysed Lucy,0,7855
